CustomerID,CustomerName,recency,frequency,monetary,segment_label
C5586,"Customer C5586",188,2,1926.3300170898438,Potential/Standard
C3244,"Customer C3244",399,1,645.8800048828125,Churned/Lost
C9710,"Customer C9710",694,1,4378.080078125,"At Risk (High Value)"
C6777,"Customer C6777",234,2,1425.6699829101562,Potential/Standard
C1583,"Customer C1583",494,2,6252.97998046875,"At Risk (High Value)"
C3940,"Customer C3940",202,1,1313.719970703125,Potential/Standard
C4033,"Customer C4033",383,1,137.6199951171875,Churned/Lost
C5271,"Customer C5271",605,1,173.72000122070312,Churned/Lost
C7071,"Customer C7071",544,1,2850.5400390625,"At Risk (High Value)"
C2155,"Customer C2155",631,2,1933.3599853515625,Churned/Lost
C3770,"Customer C3770",254,1,3141.949951171875,"At Risk (High Value)"
C7736,"Customer C7736",607,1,3400.110107421875,"At Risk (High Value)"
C7641,"Customer C7641",71,1,1418.280029296875,Potential/Standard
C2426,"Customer C2426",793,1,5757.2001953125,"At Risk (High Value)"
C3756,"Customer C3756",898,1,5382.93017578125,"At Risk (High Value)"
C6229,"Customer C6229",331,1,3210.56005859375,"At Risk (High Value)"
C5058,"Customer C5058",532,1,2828,"At Risk (High Value)"
C5596,"Customer C5596",133,1,538.5599975585938,Potential/Standard
C9332,"Customer C9332",690,2,2145.800048828125,"At Risk (High Value)"
C7363,"Customer C7363",602,1,1540.1199951171875,Churned/Lost
C9590,"Customer C9590",846,1,779.0999755859375,Churned/Lost
C8205,"Customer C8205",587,1,754.6799926757812,Churned/Lost
C1099,"Customer C1099",90,2,5125.7000732421875,Potential/Standard
C1617,"Customer C1617",300,2,2254.0999755859375,"At Risk (High Value)"
C1936,"Customer C1936",192,1,478.1400146484375,Potential/Standard
C8577,"Customer C8577",292,3,6670.500213623047,"At Risk (High Value)"
C1708,"Customer C1708",593,1,728.1300048828125,Churned/Lost
C5691,"Customer C5691",631,1,1409.4599609375,Churned/Lost
C3265,"Customer C3265",644,1,661.0599975585938,Churned/Lost
C7346,"Customer C7346",291,1,1143.800048828125,Potential/Standard
C4849,"Customer C4849",253,1,748.5499877929688,Potential/Standard
C6609,"Customer C6609",471,1,463.7799987792969,Churned/Lost
C4090,"Customer C4090",689,1,2544.429931640625,"At Risk (High Value)"
C8888,"Customer C8888",675,1,2925.7900390625,"At Risk (High Value)"
C2946,"Customer C2946",833,1,347.82000732421875,Churned/Lost
C7113,"Customer C7113",727,1,2297.1298828125,"At Risk (High Value)"
C3783,"Customer C3783",368,1,1093.43994140625,Churned/Lost
C1268,"Customer C1268",461,1,160.60000610351562,Churned/Lost
C6425,"Customer C6425",608,1,1113.449951171875,Churned/Lost
C7038,"Customer C7038",312,2,2478.7100219726562,"At Risk (High Value)"
C6599,"Customer C6599",616,1,2280.47998046875,"At Risk (High Value)"
C6177,"Customer C6177",72,1,743.969970703125,Potential/Standard
C8133,"Customer C8133",98,1,304,Potential/Standard
C8269,"Customer C8269",746,1,5539.169921875,"At Risk (High Value)"
C2652,"Customer C2652",508,1,855.1199951171875,Churned/Lost
C4617,"Customer C4617",500,1,750.47998046875,Churned/Lost
C9640,"Customer C9640",295,1,4669.6201171875,"At Risk (High Value)"
C8863,"Customer C8863",455,1,439.1099853515625,Churned/Lost
C3242,"Customer C3242",562,1,359.4200134277344,Churned/Lost
C3118,"Customer C3118",738,1,5522.2998046875,"At Risk (High Value)"
C2847,"Customer C2847",806,1,3265.050048828125,"At Risk (High Value)"
C7461,"Customer C7461",552,2,1210.3599853515625,Churned/Lost
C4070,"Customer C4070",220,1,961.9500122070312,Potential/Standard
C5274,"Customer C5274",876,1,5312.64013671875,"At Risk (High Value)"
C9800,"Customer C9800",862,2,6189.219970703125,"At Risk (High Value)"
C5072,"Customer C5072",737,1,1154.800048828125,Churned/Lost
C6415,"Customer C6415",256,2,4340.669921875,"At Risk (High Value)"
C3490,"Customer C3490",253,1,3178.39990234375,"At Risk (High Value)"
C2872,"Customer C2872",427,1,124.4800033569336,Churned/Lost
C5085,"Customer C5085",432,2,6551.920166015625,"At Risk (High Value)"
C5020,"Customer C5020",551,1,1469.6800537109375,Churned/Lost
C1772,"Customer C1772",162,1,3117.590087890625,Potential/Standard
C4437,"Customer C4437",420,2,7527.7498779296875,"At Risk (High Value)"
C7360,"Customer C7360",128,1,1091.219970703125,Potential/Standard
C5402,"Customer C5402",796,2,4372.940002441406,"At Risk (High Value)"
C7651,"Customer C7651",391,1,55.849998474121094,Churned/Lost
C2341,"Customer C2341",165,1,386.92999267578125,Potential/Standard
C8509,"Customer C8509",658,1,1590.4000244140625,Churned/Lost
C1528,"Customer C1528",433,2,7815.35986328125,"At Risk (High Value)"
C5002,"Customer C5002",54,1,2844.239990234375,Potential/Standard
C2323,"Customer C2323",431,1,36.119998931884766,Churned/Lost
C1503,"Customer C1503",313,1,1517.93994140625,Potential/Standard
C1785,"Customer C1785",77,1,77.69999694824219,Potential/Standard
C2985,"Customer C2985",480,2,6794.1097412109375,"At Risk (High Value)"
C5925,"Customer C5925",296,1,4063.080078125,"At Risk (High Value)"
C6149,"Customer C6149",7,2,4850.6400146484375,Potential/Standard
C9706,"Customer C9706",358,1,2439.85009765625,"At Risk (High Value)"
C7304,"Customer C7304",36,1,2522.199951171875,Potential/Standard
C4001,"Customer C4001",59,1,2232.719970703125,Potential/Standard
C7194,"Customer C7194",678,1,3513.679931640625,"At Risk (High Value)"
C2973,"Customer C2973",833,1,3221.820068359375,"At Risk (High Value)"
C4452,"Customer C4452",329,2,3001.3200874328613,"At Risk (High Value)"
C7045,"Customer C7045",892,1,1500.199951171875,Churned/Lost
C1862,"Customer C1862",779,1,2606.719970703125,"At Risk (High Value)"
C5282,"Customer C5282",612,1,1514.06005859375,Churned/Lost
C5412,"Customer C5412",175,1,3993.719970703125,Potential/Standard
C1835,"Customer C1835",837,1,655.260009765625,Churned/Lost
C3872,"Customer C3872",511,1,1622.3900146484375,Churned/Lost
C6147,"Customer C6147",9,1,709.5,Potential/Standard
C3745,"Customer C3745",340,2,2336.5599975585938,"At Risk (High Value)"
C2613,"Customer C2613",226,1,575.0999755859375,Potential/Standard
C5366,"Customer C5366",435,1,1594.56005859375,Churned/Lost
C4219,"Customer C4219",3,1,469.67999267578125,Potential/Standard
C2697,"Customer C2697",545,1,2836.56005859375,"At Risk (High Value)"
C7994,"Customer C7994",442,1,1476.1500244140625,Churned/Lost
C7899,"Customer C7899",92,1,3114.47998046875,Potential/Standard
C9893,"Customer C9893",205,2,2585.9300537109375,"At Risk (High Value)"
C9137,"Customer C9137",745,1,4699.4501953125,"At Risk (High Value)"
C1312,"Customer C1312",389,2,5842.599853515625,"At Risk (High Value)"
C3788,"Customer C3788",210,1,656.8499755859375,Potential/Standard
C9625,"Customer C9625",841,1,1343.4000244140625,Churned/Lost
C2409,"Customer C2409",732,1,1008.2000122070312,Churned/Lost
C2593,"Customer C2593",75,1,4966.85009765625,Potential/Standard
C3923,"Customer C3923",704,1,1008.280029296875,Churned/Lost
C8877,"Customer C8877",395,1,789.77001953125,Churned/Lost
C2227,"Customer C2227",258,2,3291.3800354003906,"At Risk (High Value)"
C1427,"Customer C1427",283,1,3257.949951171875,"At Risk (High Value)"
C9700,"Customer C9700",308,2,1115.75,Potential/Standard
C8203,"Customer C8203",220,1,4765.080078125,"At Risk (High Value)"
C7795,"Customer C7795",548,1,1304.6099853515625,Churned/Lost
C9797,"Customer C9797",696,1,584.0999755859375,Churned/Lost
C7846,"Customer C7846",399,1,1683.780029296875,Churned/Lost
C9244,"Customer C9244",95,1,517.9199829101562,Potential/Standard
C3180,"Customer C3180",316,1,1663.52001953125,Potential/Standard
C7195,"Customer C7195",186,1,722.4000244140625,Potential/Standard
C9074,"Customer C9074",104,1,4901.919921875,Potential/Standard
C7784,"Customer C7784",210,1,711.1500244140625,Potential/Standard
C3231,"Customer C3231",11,2,934.2799682617188,Potential/Standard
C9011,"Customer C9011",34,1,3065.929931640625,Potential/Standard
C6503,"Customer C6503",807,1,1449.3299560546875,Churned/Lost
C8981,"Customer C8981",459,1,602.3800048828125,Churned/Lost
C9541,"Customer C9541",210,1,3346.159912109375,"At Risk (High Value)"
C5728,"Customer C5728",117,1,2364.8798828125,Potential/Standard
C1596,"Customer C1596",663,1,1292.06005859375,Churned/Lost
C9965,"Customer C9965",303,1,2207.60009765625,"At Risk (High Value)"
C1151,"Customer C1151",336,1,24.84000015258789,Potential/Standard
C8480,"Customer C8480",526,1,3708.60009765625,"At Risk (High Value)"
C7031,"Customer C7031",668,1,1485.02001953125,Churned/Lost
C1623,"Customer C1623",767,1,2471.280029296875,"At Risk (High Value)"
C4512,"Customer C4512",107,1,1284.27001953125,Potential/Standard
C6145,"Customer C6145",769,1,1894.719970703125,Churned/Lost
C8469,"Customer C8469",786,1,1814.449951171875,Churned/Lost
C9947,"Customer C9947",772,1,1126.5999755859375,Churned/Lost
C6780,"Customer C6780",258,1,261.1199951171875,Potential/Standard
C5216,"Customer C5216",32,1,2201.10009765625,Potential/Standard
C5813,"Customer C5813",35,1,1248.3199462890625,Potential/Standard
C8001,"Customer C8001",293,1,3868.550048828125,"At Risk (High Value)"
C5687,"Customer C5687",267,1,5481.97998046875,"At Risk (High Value)"
C9094,"Customer C9094",298,1,2748.39990234375,"At Risk (High Value)"
C8246,"Customer C8246",635,1,1791.280029296875,Churned/Lost
C4402,"Customer C4402",796,1,1561.739990234375,Churned/Lost
C5598,"Customer C5598",224,1,5623.1201171875,"At Risk (High Value)"
C8220,"Customer C8220",75,2,3626.5299072265625,Potential/Standard
C1634,"Customer C1634",81,1,5717.0400390625,Potential/Standard
C8085,"Customer C8085",562,1,234.44000244140625,Churned/Lost
C2241,"Customer C2241",313,1,2720,"At Risk (High Value)"
C9756,"Customer C9756",223,1,2373.60009765625,"At Risk (High Value)"
C9667,"Customer C9667",267,1,2117.93994140625,"At Risk (High Value)"
C8104,"Customer C8104",345,1,2376.06005859375,"At Risk (High Value)"
C1770,"Customer C1770",134,1,1594.8800048828125,Potential/Standard
C4858,"Customer C4858",502,1,406.3800048828125,Churned/Lost
C7785,"Customer C7785",657,1,274.8800048828125,Churned/Lost
C2751,"Customer C2751",153,2,2843.1801147460938,Potential/Standard
C5410,"Customer C5410",189,1,5705.68017578125,"At Risk (High Value)"
C5007,"Customer C5007",349,2,2164.530059814453,"At Risk (High Value)"
C2704,"Customer C2704",170,1,1409.0400390625,Potential/Standard
C3900,"Customer C3900",534,1,3758.39990234375,"At Risk (High Value)"
C9033,"Customer C9033",377,1,2158.889892578125,"At Risk (High Value)"
C9760,"Customer C9760",652,1,2403.0400390625,"At Risk (High Value)"
C6239,"Customer C6239",712,1,4524.9599609375,"At Risk (High Value)"
C5759,"Customer C5759",15,2,2124.0299377441406,Potential/Standard
C5745,"Customer C5745",98,1,1430.280029296875,Potential/Standard
C2077,"Customer C2077",535,1,980.760009765625,Churned/Lost
C3656,"Customer C3656",761,1,1018.5599975585938,Churned/Lost
C8210,"Customer C8210",118,1,2081.050048828125,Potential/Standard
C3765,"Customer C3765",72,2,1338.9599914550781,Potential/Standard
C7357,"Customer C7357",633,2,945.0099811553955,Churned/Lost
C8311,"Customer C8311",126,2,2437.320068359375,Potential/Standard
C5639,"Customer C5639",78,2,2272.280029296875,Potential/Standard
C3144,"Customer C3144",269,1,700.3800048828125,Potential/Standard
C2491,"Customer C2491",195,1,2952.06005859375,"At Risk (High Value)"
C9693,"Customer C9693",747,1,1536.300048828125,Churned/Lost
C5579,"Customer C5579",27,1,1178.0400390625,Potential/Standard
C7878,"Customer C7878",78,1,4659.77978515625,Potential/Standard
C3285,"Customer C3285",40,1,1863.8800048828125,Potential/Standard
C4549,"Customer C4549",162,1,2018.280029296875,Potential/Standard
C8109,"Customer C8109",12,1,3384.989990234375,Potential/Standard
C7438,"Customer C7438",135,1,446.0799865722656,Potential/Standard
C7645,"Customer C7645",722,1,702.9000244140625,Churned/Lost
C1009,"Customer C1009",415,1,2264.1298828125,"At Risk (High Value)"
C5543,"Customer C5543",477,1,781.8499755859375,Churned/Lost
C9464,"Customer C9464",754,1,243.9499969482422,Churned/Lost
C5096,"Customer C5096",618,1,2637.8798828125,"At Risk (High Value)"
C9620,"Customer C9620",819,1,1923.9000244140625,Churned/Lost
C3505,"Customer C3505",177,1,1889.3399658203125,Potential/Standard
C1675,"Customer C1675",556,1,4586.60986328125,"At Risk (High Value)"
C4446,"Customer C4446",306,2,6294.079833984375,"At Risk (High Value)"
C8856,"Customer C8856",697,1,862.4400024414062,Churned/Lost
C9678,"Customer C9678",211,3,5767.150146484375,"At Risk (High Value)"
C6018,"Customer C6018",352,1,333.239990234375,Potential/Standard
C6753,"Customer C6753",6,1,660,Potential/Standard
C8997,"Customer C8997",96,1,1573.449951171875,Potential/Standard
C4715,"Customer C4715",338,1,1355,Potential/Standard
C9337,"Customer C9337",213,1,31.079999923706055,Potential/Standard
C3006,"Customer C3006",57,1,2015.5799560546875,Potential/Standard
C1166,"Customer C1166",617,1,1673.280029296875,Churned/Lost
C5993,"Customer C5993",907,1,900.1300048828125,Churned/Lost
C4133,"Customer C4133",752,1,3098.639892578125,"At Risk (High Value)"
C3385,"Customer C3385",501,1,2990.75,"At Risk (High Value)"
C8322,"Customer C8322",450,1,281.2799987792969,Churned/Lost
C8169,"Customer C8169",819,1,1775.5799560546875,Churned/Lost
C1840,"Customer C1840",835,1,1775.47998046875,Churned/Lost
C3356,"Customer C3356",240,1,626.9199829101562,Potential/Standard
C1631,"Customer C1631",190,1,1730.469970703125,Potential/Standard
C7535,"Customer C7535",172,1,826.6799926757812,Potential/Standard
C5803,"Customer C5803",240,1,1919.3699951171875,Potential/Standard
C3288,"Customer C3288",166,1,699.3200073242188,Potential/Standard
C5332,"Customer C5332",458,1,811.8800048828125,Churned/Lost
C1988,"Customer C1988",551,1,1537.0799560546875,Churned/Lost
C8966,"Customer C8966",810,1,314,Churned/Lost
C5882,"Customer C5882",755,1,315.9200134277344,Churned/Lost
C8648,"Customer C8648",448,1,1551.56005859375,Churned/Lost
C4705,"Customer C4705",261,2,4819.760009765625,"At Risk (High Value)"
C2312,"Customer C2312",574,1,2772,"At Risk (High Value)"
C9511,"Customer C9511",119,2,1324.1199951171875,Potential/Standard
C1059,"Customer C1059",77,1,4043.840087890625,Potential/Standard
C2215,"Customer C2215",272,1,559.530029296875,Potential/Standard
C5169,"Customer C5169",797,2,1742.6400451660156,Churned/Lost
C9312,"Customer C9312",697,1,1104.6400146484375,Churned/Lost
C5929,"Customer C5929",536,1,2149.550048828125,"At Risk (High Value)"
C5964,"Customer C5964",406,1,5143.27978515625,"At Risk (High Value)"
C2172,"Customer C2172",195,1,65.91999816894531,Potential/Standard
C9209,"Customer C9209",150,1,2125.02001953125,Potential/Standard
C4639,"Customer C4639",385,1,3119.199951171875,"At Risk (High Value)"
C2263,"Customer C2263",5,1,2344.47998046875,Potential/Standard
C1786,"Customer C1786",57,1,572.530029296875,Potential/Standard
C7487,"Customer C7487",47,2,481.9000053405762,Potential/Standard
C7107,"Customer C7107",295,1,2484.760009765625,"At Risk (High Value)"
C1645,"Customer C1645",752,1,5421.43994140625,"At Risk (High Value)"
C9039,"Customer C9039",11,2,1783.68994140625,Potential/Standard
C5776,"Customer C5776",349,1,3889.679931640625,"At Risk (High Value)"
C1118,"Customer C1118",690,1,655.1599731445312,Churned/Lost
C8933,"Customer C8933",48,1,3167.4599609375,Potential/Standard
C4037,"Customer C4037",116,1,1533.8499755859375,Potential/Standard
C8440,"Customer C8440",154,1,1352.800048828125,Potential/Standard
C5267,"Customer C5267",425,2,1235.030029296875,Churned/Lost
C3772,"Customer C3772",98,1,198.47000122070312,Potential/Standard
C3428,"Customer C3428",39,1,3591.5400390625,Potential/Standard
C4745,"Customer C4745",888,1,1069.949951171875,Churned/Lost
C3659,"Customer C3659",600,1,5317.68017578125,"At Risk (High Value)"
C6647,"Customer C6647",848,1,2469.719970703125,"At Risk (High Value)"
C8156,"Customer C8156",637,1,88.5999984741211,Churned/Lost
C8988,"Customer C8988",79,2,3615.5599365234375,Potential/Standard
C2026,"Customer C2026",388,1,287.739990234375,Churned/Lost
C6070,"Customer C6070",735,1,2803.639892578125,"At Risk (High Value)"
C3658,"Customer C3658",508,2,1976.0099792480469,Churned/Lost
C9771,"Customer C9771",423,1,1767.56005859375,Churned/Lost
C1280,"Customer C1280",141,3,7016.529846191406,Potential/Standard
C9237,"Customer C9237",390,1,120.3499984741211,Churned/Lost
C6759,"Customer C6759",681,1,2405.679931640625,"At Risk (High Value)"
C3839,"Customer C3839",15,1,308.20001220703125,Potential/Standard
C5898,"Customer C5898",187,2,4453.629913330078,"At Risk (High Value)"
C1170,"Customer C1170",124,1,940.6799926757812,Potential/Standard
C4953,"Customer C4953",449,1,1108.780029296875,Churned/Lost
C3439,"Customer C3439",437,1,237.60000610351562,Churned/Lost
C9101,"Customer C9101",78,1,1867.5999755859375,Potential/Standard
C5797,"Customer C5797",260,1,585.9000244140625,Potential/Standard
C4785,"Customer C4785",809,1,813.780029296875,Churned/Lost
C3124,"Customer C3124",620,1,454.5799865722656,Churned/Lost
C9009,"Customer C9009",388,1,3091.60009765625,"At Risk (High Value)"
C6024,"Customer C6024",634,1,211.17999267578125,Churned/Lost
C9175,"Customer C9175",399,1,1883.93994140625,Churned/Lost
C1529,"Customer C1529",171,1,1244.3900146484375,Potential/Standard
C4199,"Customer C4199",722,1,3585.469970703125,"At Risk (High Value)"
C2981,"Customer C2981",134,2,4813.109848022461,Potential/Standard
C6560,"Customer C6560",488,1,545.0399780273438,Churned/Lost
C8333,"Customer C8333",785,1,1785.800048828125,Churned/Lost
C7291,"Customer C7291",771,2,3736.280029296875,"At Risk (High Value)"
C9606,"Customer C9606",445,1,781.02001953125,Churned/Lost
C8236,"Customer C8236",594,1,1300.3499755859375,Churned/Lost
C8417,"Customer C8417",860,1,4031.679931640625,"At Risk (High Value)"
C8293,"Customer C8293",724,1,1283.3399658203125,Churned/Lost
C9484,"Customer C9484",756,1,153.4499969482422,Churned/Lost
C1086,"Customer C1086",122,1,761.75,Potential/Standard
C6063,"Customer C6063",386,1,3277.360107421875,"At Risk (High Value)"
C5842,"Customer C5842",902,1,584.280029296875,Churned/Lost
C9925,"Customer C9925",351,1,3147.0400390625,"At Risk (High Value)"
C6458,"Customer C6458",599,1,1983.0400390625,Churned/Lost
C8476,"Customer C8476",644,1,2555.760009765625,"At Risk (High Value)"
C7530,"Customer C7530",591,1,1323.030029296875,Churned/Lost
C6776,"Customer C6776",453,2,1673.0700073242188,Churned/Lost
C2636,"Customer C2636",644,1,1219.260009765625,Churned/Lost
C4543,"Customer C4543",41,2,7198.22021484375,Potential/Standard
C1706,"Customer C1706",676,1,906.47998046875,Churned/Lost
C8067,"Customer C8067",310,1,1524.25,Potential/Standard
C8455,"Customer C8455",190,2,4674.1099853515625,"At Risk (High Value)"
C6758,"Customer C6758",521,1,1444.6400146484375,Churned/Lost
C6524,"Customer C6524",73,1,81.83999633789062,Potential/Standard
C5336,"Customer C5336",753,1,1292.4000244140625,Churned/Lost
C8986,"Customer C8986",35,1,3463.360107421875,Potential/Standard
C3214,"Customer C3214",165,2,1498.5400390625,Potential/Standard
C2708,"Customer C2708",510,1,1978.9200439453125,Churned/Lost
C8272,"Customer C8272",703,1,1237.1600341796875,Churned/Lost
C2499,"Customer C2499",888,1,3380.7900390625,"At Risk (High Value)"
C4272,"Customer C4272",502,2,777.02001953125,Churned/Lost
C8795,"Customer C8795",222,1,4158.9599609375,"At Risk (High Value)"
C7896,"Customer C7896",744,1,1169.0400390625,Churned/Lost
C7132,"Customer C7132",165,1,349.70001220703125,Potential/Standard
C8813,"Customer C8813",452,1,115.19999694824219,Churned/Lost
C7147,"Customer C7147",761,1,530.2899780273438,Churned/Lost
C7122,"Customer C7122",366,1,2647.639892578125,"At Risk (High Value)"
C9835,"Customer C9835",757,1,1692.81005859375,Churned/Lost
C8158,"Customer C8158",525,1,629.9400024414062,Churned/Lost
C5614,"Customer C5614",139,1,1845.68994140625,Potential/Standard
C4820,"Customer C4820",533,1,697.4199829101562,Churned/Lost
C8245,"Customer C8245",177,1,783.1199951171875,Potential/Standard
C6469,"Customer C6469",607,1,3977.679931640625,"At Risk (High Value)"
C4237,"Customer C4237",821,1,432.3399963378906,Churned/Lost
C8124,"Customer C8124",297,1,759.5399780273438,Potential/Standard
C5971,"Customer C5971",403,1,3368.75,"At Risk (High Value)"
C6316,"Customer C6316",331,1,82.88999938964844,Potential/Standard
C3487,"Customer C3487",717,1,745.0800170898438,Churned/Lost
C4025,"Customer C4025",898,1,1735.199951171875,Churned/Lost
C2772,"Customer C2772",67,1,86.75,Potential/Standard
C5690,"Customer C5690",244,1,4242.39990234375,"At Risk (High Value)"
C9173,"Customer C9173",418,1,1095.199951171875,Churned/Lost
C1014,"Customer C1014",423,1,448.79998779296875,Churned/Lost
C5804,"Customer C5804",770,1,2784.47998046875,"At Risk (High Value)"
C9650,"Customer C9650",382,1,3916.5,"At Risk (High Value)"
C2095,"Customer C2095",577,1,414.6000061035156,Churned/Lost
C3267,"Customer C3267",310,1,2495.25,"At Risk (High Value)"
C4793,"Customer C4793",38,1,77.63999938964844,Potential/Standard
C3925,"Customer C3925",410,1,1517.5,Churned/Lost
C8628,"Customer C8628",86,1,1215,Potential/Standard
C2436,"Customer C2436",563,1,142.4499969482422,Churned/Lost
C3426,"Customer C3426",829,1,1096.8299560546875,Churned/Lost
C2313,"Customer C2313",285,2,1448.0799560546875,Potential/Standard
C2768,"Customer C2768",593,1,3511.050048828125,"At Risk (High Value)"
C1728,"Customer C1728",853,1,880.4000244140625,Churned/Lost
C8563,"Customer C8563",620,1,1425.6600341796875,Churned/Lost
C3492,"Customer C3492",839,1,2594.699951171875,"At Risk (High Value)"
C8229,"Customer C8229",252,1,195.44000244140625,Potential/Standard
C3316,"Customer C3316",702,1,4782.81982421875,"At Risk (High Value)"
C9986,"Customer C9986",429,1,2737.639892578125,"At Risk (High Value)"
C6942,"Customer C6942",288,1,349.9800109863281,Potential/Standard
C1186,"Customer C1186",141,2,1558.4699478149414,Potential/Standard
